titulo,cluster,PCA1,PCA2,PCA3
Governo multa concessionária por gestão do Maracanã; Fla-Flu recorre,5,-0.04669318372216393,-0.03488866109311875,-0.06852971745018999
"Leila defende Paulinho e reforça apoio a Abel no Palmeiras: ""Incontestável""",4,0.00952147418937988,-0.12943775080582773,0.42289542075152037
"Abel critica regra do limite de jogos para mudar de clube no Brasileirão: ""Vocês acham justo?""",4,-0.009000539567116427,-0.13264954803089155,0.3748839681027247
"Pai de Jair Cunha se emociona com filho na seleção brasileira: ""Ficha não cai""",0,-0.07353408991991688,-0.14919106509841668,-0.04481430736073668
Estudiantes alega ato obsceno e pede suspensão de Memphis no jogo de volta contra o Corinthians,2,0.35324504111047467,0.23848414953528344,-0.06588947093849695
Nonato alcança estatística rara no Fluminense com gol na Libertadores,9,0.04220852757182347,0.004709082928892148,-0.03353614843718271
Medina de 10? Entenda como Botafogo pode usar o jogador como opção a Montoro,4,-0.052144687246227006,0.05411193324306167,0.07167282211517356
"Imprensa internacional repercute ""revolução"" de Ancelotti na Seleção",0,-0.04742749617569207,-0.1815480294785809,-0.09359839888883836
"Abel diz ficar triste sem atletas do Palmeiras na Seleção, mas valoriza base e conversa com Ancelotti",4,-0.01884450732874376,-0.18533252645052245,0.4501307718796692
"Giay exalta Abel por boa fase no Palmeiras e sonha com chance na Argentina: ""Todo jogador quer""",4,0.10094142001298646,-0.13032258173726635,0.42357572066204824
"Rival do Flamengo na Libertadores é destaque em jornal espanhol: ""Revoluciona a América do Sul""",9,0.07872464598643851,-0.014862475273477137,-0.03470244216703908
Samuel Lino coroa auge pelo Flamengo com convocação e está a dois gols de ano mais artilheiro,9,0.033833204000496796,-0.07804432928233199,-0.028690019445987106
Millán cresce ao lado de Thiago Silva e acirra disputa por vaga na defesa do Fluminense,9,-0.0054685408554570126,0.0017630178296819986,-0.009552850375165308
Gabriel Jesus alcança Rivaldo em lista de brasileiros com mais gols na Champions League,3,-0.009733532326011738,-0.02881218105166611,-0.004129482274619741
"Avaí anuncia a contratação de Rildo, ex-Grêmio",5,-0.0877350874159003,-0.049283345724327264,-0.06161457443753757
Da falência na 4ª divisão da Itália ao luxo na Champions: entenda o projeto que transformou o Como,8,-0.08473267585997143,-0.04035208823622487,0.009118140586464617
"Atuações do Corinthians: Garro dá assistência, e Kaio César decide na Libertadores; dê suas notas",2,0.3977955246437813,0.23180912968365108,-0.027199321866578897
"Investigado pela Polícia, Julio Casares é expulso do São Paulo",5,-0.08628399527135663,-0.11609996551523272,-0.08718029531394497
Palmeiras inicia preparação para clássico contra São Paulo com desfalques e um retorno,4,0.07297293551572333,-0.13941739015553056,0.4552968895966204
"Versatilidade, bola parada e finalização: como Lescano pode ajudar Pedro Emanuel no Vasco",1,-0.17513232636288098,0.19000061956474118,0.029191774313448167
"Raphinha diz que já esperava ausência na Bola de Ouro: ""Não me surpreendeu nem um pouco""",3,-0.048642433834335426,-0.05981289512231727,0.0432060962738388
Gómez desfalca o Palmeiras contra a LDU no Equador pela Libertadores,4,0.13512023525777656,-0.06260839737258542,0.262653594705364
Estudiantes x Corinthians: cotovelada deixa Gabriel Paulista com galo na testa; veja o vídeo,2,0.44910014299211937,0.2873355533989682,-0.11843522680351835
Danilo volta a ser convocado para a Seleção em meio a críticas no Botafogo,6,-0.1102244621968649,-0.07250206608789517,0.015216641507126507
Morre o jornalista Claudio Carsughi,0,-0.05466406924553063,-0.07588945328108085,-0.07059899266689809
"Pedro e Samuel Lino, do Flamengo, comemoram convocação para Seleção; veja",0,-0.016609587215068274,-0.20292266471957054,-0.099056236204476
Cuiabá volta a vencer por três gols em competição nacional após dois anos,7,0.013616304147651812,-0.042496151226843,-0.05031089467437629
"Ex-Grêmio, Kaick vive ascensão na MLS com dois gols seguidos e titularidade",9,-0.04552129950633183,-0.07776234665747639,-0.07330540008269584
"Deyverson agradece carinho e sonha com retorno ao Palmeiras: ""Terminar a carreira aqui""",4,0.07939544459635221,-0.1293892571937577,0.46594448978780323
Presidente do Avaí fala sobre últimos dias do mercado aberto e explica trâmites da SAF,5,-0.04526872218553648,-0.020873704210824226,-0.005486238406637477
"Jornal: Vini Jr. recebeu aviso de que ganharia a Bola de Ouro de 2024, vencida por Rodri; entenda",6,-0.0328179904022598,-0.024901458578188373,0.0008177023600085417
"Kaio César admite incômodo com atrasos no Corinthians, mas diz: ""Não pode pensar em dinheiro""",2,0.4247008159964886,0.27705116409944025,-0.07135898235385209
"Lescano diz que já pode estrear pelo Vasco e se apresenta à torcida: ""Gosto de fazer gols""",1,-0.18633864911538592,0.21528000162274347,0.09454486874370581
"Entenda o desgaste entre Tottenham e Richarlison, alvo do Vasco",1,-0.45350199477480607,0.5297937957910809,0.09624047622565744
"Pelo Cruzeiro, Matheus Pereira atinge temporada mais artilheira da carreira; veja números",6,-0.027835062492349478,-0.028666165404723904,-0.005395762189144729
"Zagueiro Jair Cunha celebra primeira convocação para a Seleção: ""Sonho de uma vida""",0,-0.11120766714237078,-0.1765839311066706,-0.0736984210588683
Atacante sul-africano do Fluminense é convocado para a seleção sub-20,6,-0.020328328921755155,-0.04794529478789931,-0.053205811114081174
"França retira apoio à reeleição de Infantino e cita ""confiança quebrada""",8,-0.0793601389328367,-0.030895484984819366,-0.04884150052281642
São Paulo atrasa também salários em carteira e não dá previsão de pagamento aos jogadores,5,-0.07425628886690551,-0.1047985663251032,0.0034829022595265955
Santos 2x0 Atlético-MG: assista aos melhores momentos,9,0.10005514141426998,-0.02961725522962514,-0.0745858181671299
Al-Ahli recusa investidas por Matheus Gonçalves e frustra Botafogo,1,-0.2839611038490158,0.17122576099808756,0.02377711751812201
De Paul e Lewandowski batem boca e trocam empurrões na MLS; veja vídeo,3,0.004285184227899602,-0.0213256294712901,-0.02346581551061063
"Diniz elogia mudança de postura do Corinthians na Libertadores: ""É o que a torcida merece""",2,0.44988622137985407,0.2817802824978663,-0.039423997371869406
Athletico e Coritiba voltam a ter jogadores convocados à Seleção juntos depois de 85 anos,6,-0.05444517109328464,-0.17269630814775824,-0.094828977089624
Anderson Conceição ganha espaço no Figueirense e mira reação na Copa SC,7,-0.004808914581927212,-0.07156026954836295,-0.026449303171807312
Chuva atinge tribuna de imprensa do Camp Nou durante jogo do Barcelona na Champions; veja,3,-0.05113745231799568,-0.05506590826247442,-0.00890513167133129
Botafogo anuncia contratação de Ziyech,1,-0.16074554236260927,0.0351706845940514,0.0223104747935893
Manchester United x Sabah na Champions League: onde assistir ao vivo e horário,3,-0.06165974840493649,-0.0057747127543311405,-0.022429695601237247
Deco nega que Barcelona tenha pedido a Julián Álvarez para forçar saída do Atlético de Madrid,3,-0.08344728250171161,-0.0010708761943314263,0.031062276584696482
"Análise: Palmeiras cria mais para vencer e melhora, mas vantagem mínima no placar ainda preocupa",4,0.16616681256370078,-0.09946928705124017,0.4468997460834639
Bragantino goleia Cruzeiro por 8 a 1 pelo Brasileirão Sub-17,6,0.012232062567790452,-0.06016522251624424,-0.01266170479061484
Auxiliar do Fluminense viraliza com gesto para chamar jogadores no aquecimento; veja,2,0.012717065675318003,0.026418042399153883,-0.015559515347214718
"Zico opina sobre convocação e elogia Pedro, do Flamengo: ""Melhor centroavante do Brasil""",0,-0.011248514918954337,-0.18210355858781738,-0.12486263437249291
Volta Redonda chega a cinco jogadores emprestados a times da Série B,3,-0.015972130305856487,-0.024066364079659584,-0.03725677247283125
Flamengo busca contra o Independiente del Valle sequência inédita de vitórias na altitude,9,0.12085328146071957,-0.04157821063380434,-0.0024988229634993254
Richarlison entrará com pedido de rescisão com Tottenham para assinar com o Vasco,1,-0.48138401316385043,0.5739093674766274,0.06027813941719498
"Com Estêvão de titular, Chelsea vence de virada e avança na Copa da Liga Inglesa",3,0.017417146013943022,-0.016250162293195335,-0.025840346976505373
Quem foram os destaques do São Paulo no Mundial Sub-17,5,-0.04438797139699095,-0.15025137876823016,-0.023963397740989295
Luciano tem edema na coxa e deve desfalcar o São Paulo no Choque-Rei,5,-0.017530289944978125,-0.12242250827829292,0.064362409086319
"Scarpa ativa modo sincero em derrota do Atlético-MG para o Santos: ""Ficou barato""",2,0.11354602651517766,0.03309519728648856,-0.08123576129304776
"Avaí parabeniza os 50 anos de Guga Kuerten, torcedor símbolo do clube",5,-0.05329966104018527,-0.028001079357822357,-0.025134773729374713
"Domínguez reconhece erros do Atlético-MG, mas vê vaga aberta na Sul-Americana: ""Com vida""",2,0.08295238527703733,0.03786358687697505,-0.006965523032925592
"Tottenham recusa proposta do Vasco, que insiste na contratação de Richarlison",1,-0.4605463850806452,0.5177880801631553,0.06701756143925355
"Independiente del Valle x Flamengo: onde assistir ao vivo, horário e escalações",9,0.16918554644706238,0.02203694044617753,0.02191760826449188
Coritiba x Athletico: Athletiba já tem mais de 30 mil ingressos ocupados no Couto Pereira,8,-0.01664170546551754,-0.08336365153373093,-0.07035049746468862
Alan Lescano é regularizado no BID e pode estrear pelo Vasco contra o Grêmio,1,-0.306382985562098,0.30147143515186314,0.024368181578308605
"Ex-Atlético-MG, Alisson estreia na Champions pelo Shakhtar Donetsk",3,-0.04411666947933579,-0.03340034950334153,0.011010407236938125
Cristiano Ronaldo marca em vitória do Al-Nassr e fica a 21 gols do milésimo,9,0.016625085596735645,-0.03622255215101696,-0.003017209764392634
Justiça condena Cruzeiro a indenizar jogadora após grave lesão; entenda o caso,6,-0.028540497536519518,-0.04457344074860825,-0.03139809316041752
Sorteio dos mandos da semifinal da Copa do Brasil 2026: veja onde assistir ao vivo,7,-0.11974620757369267,-0.1775638943318755,-0.3439233949034354
"Abel admite erro em entrevista e manda recado à torcida: ""Ninguém é maior do que o Palmeiras""",4,0.08073040981339441,-0.16674909297182633,0.5830449525147502
Atlético-MG x Cruzeiro: Alexsander é suspenso por ofensas a Kaio Jorge em sala antidoping,6,0.021264112889683866,-0.010289372074389415,-0.05908572009319288
"Meia do Atlético-MG presenteia Neymar e manda recado: ""Tô bolado contigo""",2,0.06997468637206575,0.022628173815879133,-0.0449003261089988
Liverpool lidera ranking de elencos mais caros do mundo; veja lista,8,-0.14837427761154365,0.03605041370555485,-0.02719916875401797
"Admar mantém esperança na contratação de Richarlison: ""Viria mudar o patamar do Vasco""",1,-0.44777777236138183,0.4876074644211401,0.06126687425272776
Final única da Copa do Brasil 2026 será em Brasília,7,-0.08085099401125713,-0.17435136156524644,-0.3277703220654845
"Matheuzinho, Hugo e Bidon festejam convocação para a Seleção: ""Nunca imaginei""",2,0.1436621519786942,-0.031463882630823614,-0.13904667503397064
Manchester City lança identidade visual exclusiva para o time feminino,8,-0.09631738913080998,0.005044603260630454,-0.02386404718634526
Final única da Copa do Brasil: veja data e local do jogo,7,-0.09297666934247811,-0.17295164343660976,-0.3186248397210697
Do impeachment à votação pela expulsão: a crise que levou Casares a novo julgamento no São Paulo,5,-0.09594000552067583,-0.09804068728055583,-0.09422974729753492
"Garro vira líder de assistências na Libertadores e ganha elogio de Diniz: ""Trabalho muito positivo""",2,0.42573835350895695,0.28870821195714763,-0.04679654291024802
"Ex-Holanda deixa o futebol por problemas de saúde: ""Não posso mais suportar esta vida""",6,-0.07626677645454179,-0.06104048322607108,-0.05455969255449402
